times,flux
4519991.721606347,0.999960575495982
4519991.72256485,1.0000113088013365
4519991.723523352,1.000032570695325
4519991.7244818555,1.0000094768148593
4519991.725440359,1.0000272393917626
4519991.726398861,1.0000385298969843
4519991.727357364,1.0000294687684999
4519991.7283158675,1.000082853481866
4519991.72927437,1.0000906130842304
4519991.730232874,1.0000547130643584
4519991.731191377,1.0000311647652607
4519991.732149879,1.0000111622740382
4519991.733108384,0.9999887176129888
4519991.734066886,0.9999884242152954
4519991.735025388,0.9999765791747862
4519991.735983891,0.999949119076293
4519991.736942395,0.999946461027838
4519991.737900897,0.9999496865107206
4519991.7388594,0.9999564615313704
4519991.739817903,0.9999458991183784
4519991.740776406,0.9999385513732624
4519991.741734909,0.9999589086991981
4519991.742693412,0.9999808484366371
4519991.743651914,0.9999941114681073
4519991.744610419,0.9999950057702426
4519991.745568921,0.9999993567934995
4519991.746527424,1.0000160287560391
4519991.747485928,0.9999997831413407
4519991.74844443,1.000019074033734
4519991.749402933,1.0000394012953464
4519991.750361436,1.0000321040326943
4519991.751319938,1.000000430687847
4519991.752278442,0.9999860713830776
4519991.753236945,0.999996036410185
4519991.754195447,0.999993515840844
4519991.75515395,1.0000072562679132
4519991.7561124535,1.000028493440703
4519991.757070956,1.0000389631622555
4519991.758029459,1.0000613069103719
4519991.758987963,1.0000379175533431
4519991.7599464655,1.0000235301541425
4519991.760904969,1.0000242313370389
4519991.761863472,0.9999875138666303
4519991.762821974,0.9999714437130001
4519991.763780477,0.9999772996140652
4519991.76473898,0.9999585369992513
4519991.765697483,0.9999668854302785
4519991.766655986,0.9999561813169509
4519991.7676144885,0.9999275543738854
4519991.768572992,0.9999420830152435
4519991.769531495,0.9999472420198141
4519991.770489997,0.999954361363013
4519991.7714485,0.9999998849945498
4519991.772407004,1.0000033751470565
4519991.773365507,0.9999814561441863
4519991.77432401,0.999994043880688
4519991.775282513,0.99996089227631
4519991.776241017,0.9999302653365416
4519991.777199519,0.9999371323373442
4519991.778158022,0.9999336076767483
4519991.779116524,0.9999451750541829
4519991.780075028,0.9999729978166186
4519991.781033531,0.9999772575463831
4519991.781992033,0.9999989311650853
4519991.782950536,0.9999991312800347
4519991.78390904,0.9999974567600368
4519991.784867542,1.0000227716922057
4519991.785826045,1.0000013258177365
4519991.786784548,0.9999842655444234
4519991.787743052,0.9999887566187247
4519991.788701555,0.9999881534072632
4519991.789660057,0.9999905372850446
4519991.790618561,0.9999744370139932
4519991.7915770635,0.9999885733174154
4519991.792535566,1.0000022209103514
4519991.793494069,0.9999816888846781
4519991.794452572,0.9999950729467916
4519991.7954110745,0.999996094976169
4519991.796369578,0.9999794422526489
4519991.797328081,1.0000090698770685
4519991.798286583,1.0000174316877337
4519991.7992450865,0.9999942725980303
4519991.80020359,0.999981834547747
4519991.801162092,0.9999622252555028
4519991.802120596,0.9999392555293215
4519991.803079099,0.9999847233063134
4519991.804037602,1.0000030412515504
4519991.804996106,0.9999840701975491
4519991.805954608,1.000009056877355
4519991.80691311,1.0000028695287155
4519991.807871614,0.999995977064582
4519991.808830117,0.9999976138780067
4519991.809788619,1.0000223161921273
4519991.810747122,1.0000118113370116
4519991.811705626,0.9999984211529231
4519991.812664128,0.999986390597042
4519991.813622631,0.9999902755955941
4519991.814581134,1.0000079947039149
4519991.815539637,1.000011047268083
4519991.816498141,1.000003243942541
4519991.817456643,0.9999796190085586
4519991.818415146,0.9999551762677807
4519991.8193736505,0.9999761905621609
4519991.820332152,1.0000281176653274
4519991.821290655,1.0000498019812922
4519991.822249158,1.0000396310076454
4519991.823207661,1.000022179403587
4519991.824166164,1.0000185658698169
4519991.825124667,0.999993137560898
4519991.826083169,0.9999988537900324
4519991.827041673,0.999990486862451
4519991.828000176,0.9999689561911167
4519991.828958678,1.0000287649102386
4519991.829917181,1.0000450678533657
4519991.830875685,1.000033438725448
4519991.831834188,1.0000357645017337
4519991.832792691,0.9999866256171974
4519991.833751194,0.9999644785141062
4519991.8347096965,1.0000007086380285
4519991.8356682,0.9999930906451852
4519991.836626703,0.9999769139119183
4519991.837585205,0.999988321652276
4519991.838543708,0.9999925734973231
4519991.839502212,0.9999918578383703
4519991.840460714,0.9999927536465223
4519991.841419217,0.9999690731318369
4519991.8423777195,0.9999729621793781
4519991.843336223,1.0000138833384127
4519991.844294726,1.000029523277988
4519991.845253229,1.0000470182943197
4519991.846211732,1.0000196317605292
4519991.847170236,0.9999750559902122
4519991.848128739,0.9999725875923003
4519991.849087241,0.9999697608580579
4519991.850045744,0.9999635995222154
4519991.851004247,0.9999940097275489
4519991.851964881,1.0000397481206171
4519991.852923383,1.0000471868332184
4519991.853881886,1.000036066222524
4519991.8548403885,1.0000336015568942
4519991.855798893,1.0000183311194977
4519991.856757395,1.0000202384401888
4519991.857715897,1.0000316235951006
4519991.858674401,1.0000357414982846
4519991.859632904,1.0000500006478596
4519991.860591406,1.0000782374354482
4519991.861549909,1.0000718678628346
4519991.862508413,1.0000436862793394
4519991.863466915,1.0000466720491328
4519991.864425419,1.0000376635587538
4519991.865383921,1.0000241480886238
4519991.866342424,1.0000165374283663
4519991.867300928,1.0000199913371774
4519991.868259431,1.0000085847163473
4519991.869217933,1.0000111313755005
4519991.870176437,1.0000200411822686
4519991.87113494,0.9999763582473302
4519991.872093442,0.9999671623236084
4519991.873051946,0.9999830174281298
4519991.874010448,0.9999864098121453
4519991.87496895,1.0000223553894838
4519991.875927454,1.0000314182915997
4519991.876885957,1.000029662062975
4519991.877844459,1.0000390932931935
4519991.8788029635,1.0000403434774405
4519991.879761466,1.0000168192956573
4519991.880719969,1.0000214393234022
4519991.881678472,1.0000375016892136
4519991.882636975,1.000026803009218
4519991.883595478,1.000045646717363
4519991.884553982,1.0000345260662253
4519991.885512483,1.0000341319781734
4519991.8864709865,1.0000160051415203
4519991.887429491,0.9999813834867136
4519991.888387992,0.9999613094202353
4519991.889346494,0.9999350244213641
4519991.8903049985,0.999927220397587
4519991.891263502,0.9999168811039729
4519991.892222004,0.9999150948906931
4519991.893180508,0.999946898900922
4519991.8941390095,0.9999195394900318
4519991.895097514,0.9999107682499399
4519991.896056017,0.9999246176071906
4519991.897014519,0.9999193396199174
4519991.897973022,0.9999563067099282
4519991.898931526,0.9999774759316559
4519991.899890028,0.999968447551565
4519991.900848531,1.0000096085938157
4519991.901807034,1.0000277210596376
4519991.902765537,1.0000248637506128
4519991.903724039,1.0000371345583787
4519991.904682543,1.0000476980938344
4519991.905641046,1.0000234522375164
4519991.906599549,1.0000357994952103
4519991.907558052,0.9999801157887703
4519991.908516554,0.9999100372984966
4519991.909475058,0.9999368526303126
4519991.910433561,0.9999300185310753
4519991.911392064,0.9999507670514591
4519991.912350567,1.000009926556545
4519991.91330907,0.9999834423906031
4519991.914267573,0.9999671284059698
4519991.915226076,0.9999823206645868
4519991.916184579,0.9999609837694171
4519991.917143081,0.9999482032864573
4519991.918101584,0.9999898772440693
4519991.919060087,1.0000024034446169
4519991.920018591,1.0000016918968324
4519991.920977093,1.0000310896442677
4519991.9219355965,1.00000171716064
4519991.922894099,0.9999774474363746
4519991.923852603,1.0000142027410872
4519991.924811105,0.9999769411246509
4519991.9257696085,0.9999415680205895
4519991.926728112,0.999951768271667
4519991.927686615,0.9999422783285811
4519991.928645117,0.9999376480073011
4519991.92960362,0.9999801033393161
4519991.930562124,0.9999732351461529
4519991.931520626,0.999988290473278
4519991.932479128,1.000002929225296
4519991.933437631,0.999991176274943
4519991.934396136,0.9999904205691449
4519991.935354637,0.9999884283261445
4519991.936313141,0.9999886409540928
4519991.937271643,1.0000159935924748
4519991.938230147,1.0000512052106343
4519991.93918865,1.0000823076367964
4519991.940147153,1.0000869073967191
4519991.941105655,1.0000698614104726
4519991.94206416,1.000048481007046
4519991.943022662,1.0000130496656228
4519991.943981164,1.0000230914821753
4519991.944939668,1.0000249669269654
4519991.945898171,1.0000325214801558
4519991.946856672,1.0000501522889
4519991.947815176,1.000037826145017
4519991.94877368,1.0000301419090722
4519991.949732182,1.0000381838177383
4519991.950690686,1.0000453218887786
4519991.951649188,1.0000470756020081
4519991.952607691,1.0000399820834882
4519991.9535661945,1.0000362784687091
4519991.954524697,1.0000324807414178
4519991.9554832,1.0000303278413785
4519991.956441704,1.0000038813442496
4519991.957400206,1.0000053685024881
4519991.958358709,1.000047357746998
4519991.959317213,1.0000145681452202
4519991.960275714,1.0000226107688595
4519991.961234217,1.0000388741644979
4519991.962192721,1.0000153940854977
4519991.963151224,1.0000058973525574
4519991.964109726,0.9999941283112914
4519991.96506823,0.9999928859434558
4519991.966026732,1.0000068926549124
4519991.966985236,1.0000510222138868
4519991.967943739,1.000043308558172
4519991.968902241,1.0000428892052935
4519991.969860745,1.0000619725886857
4519991.970819249,1.0000336060065613
4519991.97177775,1.0000002027021826
4519991.972736253,0.9999883887863416
4519991.973694758,0.9999626591263677
4519991.974653259,0.999979949378727
4519991.975611761,1.0000110070144346
4519991.976570265,1.0000061278338281
4519991.977528769,0.9999944802784075
4519991.978487271,1.0000247009050296
4519991.979445774,1.0000171542094285
4519991.980404276,1.000012061359956
4519991.981362781,1.0000484879374902
4519991.982321283,1.000018793189605
4519991.983279786,0.9999817514387653
4519991.984238289,0.9999808105749118
4519991.9851967925,0.9999821061197257
4519991.986155295,1.0000201955348553
4519991.987113798,1.0000522188405785
4519991.988072301,1.0000081784752097
4519991.989030804,0.9999862037476772
4519991.989989306,0.9999859167840405
4519991.990947809,0.999954435885506
4519991.991906313,0.9999717338097595
4519991.9928648155,1.0000242234437289
4519991.993823319,0.9999594076507443
4519991.994781821,0.9999188168582503
4519991.995740325,0.9999381986782662
4519991.9966988275,0.9999267340310887
4519991.997657331,0.999962199532974
4519991.998615834,0.9999987325039655
4519991.999574337,1.000032413536133
4519992.000532839,1.0000390515821866
4519992.001491343,1.0000526195927042
4519992.002449846,1.0000515777493282
4519992.003408348,1.0000211715596554
4519992.0043668505,1.0000268757548858
4519992.005325354,1.000010705595128
4519992.006283858,0.9999798097833925
4519992.007242359,0.9999774135272692
4519992.008200863,0.9999946428359552
4519992.009159366,0.9999864237559484
4519992.010117869,0.9999800765015576
4519992.011076372,0.9999868968720714
4519992.012034875,0.9999907493914314
4519992.012993378,1.0000029255855911
4519992.013951882,0.9999988757691229
4519992.014910384,1.0000114502358608
4519992.015868886,1.0000286631653184
4519992.0168273905,0.9999914948465657
4519992.017785893,0.9999932973912498
4519992.018744394,1.0000307549576501
4519992.019702898,1.0000119886317838
4519992.0206614025,0.9999855262658663
4519992.021619904,0.9999874267557449
4519992.022578408,0.9999977787701417
4519992.02353691,0.9999895969765317
4519992.0244954135,0.999986037098478
4519992.025453917,1.0000023364482469
4519992.02641242,1.0000027383679904
4519992.027370922,1.0000309537822982
4519992.028329426,1.0000288657020915
4519992.029287928,1.000019779736978
4519992.030246431,1.0000322545639622
4519992.031204935,1.0000407295963656
4519992.0321634365,1.00003503426725
4519992.033121939,1.0000534637314769
4519992.034080443,1.0000380108385245
4519992.035038946,1.0000192346883268
4519992.0359974485,1.000071489836021
4519992.036955953,1.0000411119703376
4519992.037914454,1.000007177189439
4519992.038872958,1.000067208172517
4519992.039831461,1.0000759532274188
4519992.040789964,1.00004518221577
4519992.041748467,1.0000294131829364
4519992.042706971,0.9999944104786125
4519992.043665472,0.9999793765029795
4519992.044623976,1.0000423717626923
4519992.04558248,1.000073112340693
4519992.046540981,1.0000638717994341
4519992.047499483,1.0000439266931096
4519992.048457988,1.0000100495728097
4519992.049416491,0.999966735021717
4519992.050374993,0.9999767978873634
4519992.051333496,0.9999860641837858
4519992.052291999,0.9999556954285069
4519992.053250503,0.9999567885493215
4519992.054209005,0.9999595200396553
4519992.055167508,0.9999762098048716
4519992.056126012,0.9999997074866096
4519992.057084515,0.9999730805075862
4519992.058043017,0.999939880007992
4519992.05900152,0.9999488841971286
4519992.0599600235,0.9999634310281214
4519992.060918526,0.999960004732788
4519992.061877028,0.9999803139129237
4519992.062835531,0.9999824344978907
4519992.063794035,0.9999735994295136
4519992.064752538,0.9999788470466165
4519992.065711041,0.999992281136239
4519992.066669543,1.0000024799575566
4519992.067628047,1.0000230698959722
4519992.06858655,1.0000307428122224
4519992.069545053,1.000056400673875
4519992.070503556,1.000086337964425
4519992.071462059,1.0000524175743781
4519992.072420562,1.0000182834667275
4519992.073379065,1.0000574352383975
4519992.074337568,1.000079188680278
4519992.07529607,1.0000572768296327
4519992.076254573,1.0000531003399977
4519992.077213076,1.0000110086437433
4519992.07817158,0.9999525525011552
4519992.079130082,0.9999411165275925
4519992.080088586,0.9999694553658366
4519992.081047088,1.0000068814847092
4519992.082005591,1.000030707053285
4519992.082964094,1.0000101615191843
4519992.083922598,0.9999818923493361
4519992.0848811,0.9999943036473442
4519992.085839604,0.9999749023250389
4519992.086798106,0.9999961782653898
4519992.087756609,1.0000452235362243
4519992.088715113,1.0000218916493757
4519992.089673615,0.9999765436162205
4519992.090632116,0.9999761231905989
4519992.091590621,0.9999619947993544
4519992.092549125,0.9999372580107351
4519992.093507626,0.9999755516533864
4519992.09446613,0.9999965518734153
4519992.095424633,0.9999877986379816
4519992.096383136,1.000026993399369
4519992.097341639,1.0000328731208499
4519992.098300142,1.000016258533202
4519992.0992586445,1.0000032210478331
4519992.100217149,0.9999894688619204
4519992.101175651,0.9999841329694659
4519992.102134153,0.9999889160818257
4519992.103092657,0.999962585647166
4519992.10405116,0.9999425685066916
4519992.105009661,0.999925780286029
4519992.105968165,0.9999361624658157
4519992.106926668,0.9999581849186447
4519992.107885171,0.9999880168484168
4519992.108843675,0.999993637877398
4519992.109802176,0.9999781687295733
4519992.11076068,1.000028471722432
4519992.111719184,1.0000256364770244
4519992.112677686,1.0000294702013355
4519992.113636189,1.0000440194555311
4519992.114594693,0.9999839846484138
4519992.115553195,0.9999300396719683
4519992.116511698,0.9999461411438935
4519992.117470202,0.9999528920348805
4519992.118428703,0.9999812898691581
4519992.119387206,1.0000241896420572
4519992.12034571,1.0000216698103677
4519992.121304213,1.0000283527197542
4519992.122262715,1.0000153104517187
4519992.1232212195,0.9999469383093611
4519992.124179721,0.9999579420201963
4519992.125138225,1.0000170928981824
4519992.126096728,1.0000342659522314
4519992.127055231,1.0000288474669654
4519992.128013734,1.0000028976896367
4519992.128972237,0.9999633323738131
4519992.129930739,0.9999882588434684
4519992.1308892425,1.0000132927985785
4519992.131847746,0.999996361707218
4519992.132806248,1.0000017492649527
4519992.13376475,1.0000378941100738
4519992.134723254,1.0000228413256247
4519992.135681758,1.0000007506471016
4519992.13664026,1.0000036294671524
4519992.137598763,0.9999917474333149
4519992.1385572655,1.0000090953225387
4519992.13951577,1.0000439470639937
4519992.140474272,1.0000360118646447
4519992.141432775,1.000011243006845
4519992.142391278,1.000019505019239
4519992.143349782,1.0000346551951342
4519992.144308284,1.0000303091035134
4519992.145266787,1.0000433476477577
4519992.14622529,1.0000285775970146
4519992.147183793,1.0000251883902576
4519992.148142295,1.0000255749884663
4519992.149100798,1.0000142974004798
4519992.150059302,0.9999817921582359
4519992.151017805,0.999991661084275
4519992.151976308,1.000006687300207
4519992.15293481,1.0000103962011329
4519992.153893313,1.000036081837378
4519992.154851817,1.0000240624348786
4519992.15581032,0.9999806752133182
4519992.156768822,0.9999569619119697
4519992.157727326,0.9999511938134721
4519992.158685829,0.9999437835859234
4519992.159644331,0.9999765546803435
4519992.160602835,1.0000000648636924
4519992.161561337,1.000009617761282
4519992.162519839,0.9999894171769502
4519992.163478343,0.9999823189443074
4519992.164436847,0.999988311049697
4519992.165395348,0.9999767738237793
4519992.1663538525,0.9999579337139598
4519992.167312355,0.9999487544901701
4519992.168270858,0.9999159256833441
4519992.169229361,0.9998997578134428
4519992.170187864,0.999898319437403
4519992.171146367,0.9998981029805867
4519992.172104871,0.9998972786612023
4519992.173063373,0.9998898713140176
4519992.1740218755,0.9998793053613806
4519992.17498038,0.9998933756586106
4519992.175938882,0.9999304412680124
4519992.176897383,0.9999918979706793
4519992.177855887,1.0000147269554625
4519992.178814391,1.0000264768021363
4519992.179772893,1.0000238941823143
4519992.180731397,0.9999908641671951
4519992.1816898985,0.9999908650144372
4519992.182648403,1.000001892058957
4519992.183606906,0.9999736009546827
4519992.184565408,0.9999696995584351
4519992.185523911,0.9999928391676813
4519992.186482416,0.9999741241661199
4519992.187440917,0.9999621722467017
4519992.18839942,0.999982903398475
4519992.189357924,0.9999647775955114
4519992.190316426,0.9999728832145299
4519992.191274928,1.0000084869325248
4519992.192233432,1.0000089063947795
4519992.193191935,1.0000012411882078
4519992.194150438,1.000024990251155
4519992.195108942,1.0000427140421144
4519992.196067443,1.0000459894704263
4519992.197025947,1.000052238798181
4519992.1979844505,1.000020079355004
4519992.198942953,0.9999942346598165
4519992.199901456,1.0000044106772146
4519992.200859959,0.9999818248696277
4519992.2018184615,0.9999627866829401
4519992.202776965,0.9999847077745625
4519992.203735468,0.9999813801826998
4519992.20469397,1.000005764237396
4519992.205652473,1.0000450871448456
4519992.206610976,1.0000290971254109
4519992.20756948,1.000053949714191
4519992.208527982,1.0000543465900638
4519992.209486485,1.0000414750730067
4519992.210444988,1.000063570790908
4519992.211403492,1.0000714626405598
4519992.212361994,1.0000485642447978
4519992.213320497,1.000035190583819
4519992.214279001,1.0000165979777302
4519992.215237504,0.9999829959643011
4519992.216196006,0.9999919758243966
4519992.217154509,0.9999873420732789
4519992.218113013,0.999983119352901
4519992.219071515,1.0000054534804879
4519992.220030017,1.0000301839445485
4519992.22098852,1.0000361040454464
4519992.221947025,1.0000539665737072
4519992.222905527,1.0000561288568577
4519992.22386403,1.000018519365869
4519992.224822532,1.0000146229071338
4519992.225781036,1.000033133632309
4519992.226739539,1.0000212160935498
4519992.227698042,1.0000176704005292
4519992.228656544,1.0000405646188337
4519992.2296150485,1.0000269270619107
4519992.230573551,1.0000106048713917
4519992.231532053,1.0000198009110965
4519992.232490557,0.9999704688605178
4519992.23344906,0.9999534501462718
4519992.234407561,1.0000060860423905
4519992.235366065,1.0000223940579986
4519992.236324569,1.0000275088289425
4519992.237283071,1.0000508852358918
4519992.238241575,1.0000469316748055
4519992.239200077,1.0000299429015163
4519992.24015858,1.0000448049587494
4519992.2411170835,1.000027385938117
4519992.242075587,1.0000316970647205
4519992.243034089,1.0000568304698443
4519992.243992593,1.000040456893638
4519992.244951095,1.0000192115389
4519992.245909598,1.00002004141367
4519992.246868102,1.0000127750271632
4519992.247826604,1.0000145708545296
4519992.2487851055,1.0000218589323504
4519992.24974361,0.9999740681426256
4519992.250702113,0.9999548010353896
4519992.251660615,0.9999821359480348
4519992.252619119,0.9999592295035601
4519992.253577622,0.9999778579284904
4519992.254536125,1.0000117661830907
4519992.255494628,1.0000291729508402
4519992.25645313,1.0000554112044282
4519992.257411634,1.000043256717158
4519992.258370138,1.0000089737685478
4519992.259328639,0.9999690148784839
4519992.260287142,0.9999448983582915
4519992.2612456465,0.9999523110819691
4519992.262204148,0.9999739672058854
4519992.26316265,0.9999745042054036
4519992.264121154,0.9999481933513806
4519992.265079658,0.9999397969601515
4519992.26603816,0.9999446217178
4519992.266996664,0.9999513561798512
4519992.267955165,0.9999890425505473
4519992.2689136695,1.0000067624576177
4519992.269872173,1.0000066166633301
4519992.270830675,1.0000302563869838
4519992.271789178,1.000010687741654
4519992.2727476815,0.9999962811228275
4519992.273706184,1.0000148704443639
4519992.274664687,0.9999923231168893
4519992.27562319,0.9999555846778632
4519992.2765816925,0.9999679876599429
4519992.277540195,0.9999724002722765
4519992.278498698,0.9999680308036346
4519992.279457202,0.9999975909056861
4519992.2804157045,1.000009043877488
4519992.281374208,0.9999775237730667
4519992.28233271,0.9999508073997198
4519992.283291214,0.9999482349999788
4519992.284249716,0.9999684246405438
4519992.28520822,0.9999850136610474
4519992.286166723,0.9999974266958706
4519992.287125226,1.000016945400348
4519992.288083728,1.0000016538072287
4519992.289042232,0.9999789779790379
4519992.290000735,0.9999628330933578
4519992.290959237,0.9999741695796376
4519992.291917739,0.9999460932657089
4519992.292876243,0.9999235261101758
4519992.293834747,0.9999660807785633
4519992.294793249,0.9999861444823193
4519992.295751752,0.999995486641605
4519992.296710255,1.0000100935739942
4519992.297668759,1.000001060037266
4519992.298627261,0.9999777380590994
4519992.299585764,0.999969219264602
4519992.300544267,0.9999611476987599
4519992.301502771,0.9999408325512724
4519992.302461273,0.9999601980503314
4519992.303419775,1.000002107440169
4519992.3043782795,0.9999939061456913
4519992.305336782,0.9999594345759604
4519992.306295284,0.9999442851149828
4519992.307253787,0.9999378409310119
4519992.308212291,0.9999790171599947
4519992.309170793,1.0000229268898795
4519992.310129297,1.0000416171183508
4519992.311087799,1.0000500225763505
4519992.3120463025,1.0000481576118934
4519992.313004806,1.0000258950764755
4519992.313963309,1.0000266231013653
4519992.314921811,1.0000414775398003
4519992.315880315,1.0000320244710779
4519992.316838818,1.00004521632032
4519992.31779732,1.0000235119587844
4519992.318755824,1.0000170875219092
4519992.319714326,1.000027899098075
4519992.320672828,1.0000246451965367
4519992.321631332,1.0000492142720048
4519992.322589835,1.000081913863158
4519992.323548337,1.0000546478787655
4519992.324506842,0.9999896134787764
4519992.325465344,0.9999865793092121
4519992.326423847,1.0000177976719773
4519992.32738235,1.000026794381698
4519992.328340853,1.000030130446743
4519992.329299356,1.0000420585054417
4519992.33025786,1.0000127828518515
4519992.331216361,1.0000093598088058
4519992.332174865,1.0000559799192383
4519992.333133369,1.0000662022424214
4519992.33409187,1.0000865406736452
4519992.335050372,1.0000832546920362
4519992.336008877,1.0000782342521666
4519992.33696738,1.0000823821921934
4519992.337925882,1.0000436059470168
4519992.338884386,1.0000267679966937
4519992.339842888,1.000069738705198
4519992.340801392,1.0000800121085283
4519992.341759895,1.0000673828126954
4519992.342718397,1.0000655334839637
4519992.3436769005,1.0000512381262312
4519992.344635404,1.0000579761545478
4519992.345593906,1.000060897174578
4519992.346552409,1.000026192271349
4519992.347510912,1.0000024984562663
4519992.348469415,1.0000195084107961
4519992.349427917,1.00001797906511
4519992.350386421,0.9999954932965598
4519992.351344924,0.9999826523221585
4519992.352303427,0.9999710583596199
4519992.35326193,0.9999555349512972
4519992.354220432,0.999983591877581
4519992.355178936,1.0000056484566455
4519992.356137439,0.9999983396565768
4519992.357095942,0.9999875744719025
4519992.358054445,0.999959655007744
4519992.359012948,0.9999394260975658
4519992.359971451,0.9999650767668391
4519992.360929954,0.999990121309623
4519992.361888457,1.0000106771019535
4519992.362846959,1.0000170686690992
4519992.363805462,1.000019634728353
4519992.364763965,1.000005981375422
4519992.365722469,1.0000326828643724
4519992.366680971,1.0000508457006618
4519992.367639475,1.0000442788942252
4519992.368597977,1.0000497605617007
4519992.369556481,1.0000443156750798
4519992.370514983,1.0000242365305285
4519992.371473487,1.0000063435426023
4519992.37243199,0.9999797979903837
4519992.373390493,0.999940587003719
4519992.374348995,0.9999552038880154
4519992.3753074985,0.9999655388361125
4519992.376266002,0.9999488352912529
4519992.377224504,0.9999635302980698
4519992.378183006,0.9999803845031513
4519992.3791415095,1.0000132121937244
4519992.380100014,1.0000715559761892
4519992.381058515,1.000086549561534
4519992.382017019,1.000061269496732
4519992.3829755215,1.0000173506961256
4519992.383934025,0.9999530691549658
4519992.384892528,0.999926957312975
4519992.385851031,0.9999390141323888
4519992.386809533,0.9999392178260134
4519992.387768038,0.9999444703586756
4519992.38872654,0.9999765087697332
4519992.389685042,0.9999615091285163
4519992.390643546,0.9999655897007657
4519992.391602049,1.0000092172303376
4519992.39256055,1.0000058090295763
4519992.393519054,0.9999400745896883
4519992.394477558,0.9999418261853458
4519992.39543606,0.9999663254988499
4519992.396394564,0.999993017064626
4519992.397353066,1.0000320050010596
4519992.398311569,1.0000212031412015
4519992.399270073,0.9999991154447371
4519992.400228575,0.9999940536327755
4519992.401187078,0.999966681542982
4519992.402145582,0.9999606785948353
4519992.403104084,0.9999572156767071
4519992.404062587,0.9999346653794926
4519992.405021091,0.9999517616135474
4519992.405979592,0.9999904821523857
4519992.406938095,0.9999591717469399
4519992.407896599,0.9999438559678318
4519992.408855102,0.9999560003609401
4519992.409813604,0.9999570065397232
4519992.4107721085,0.9999903006892303
4519992.41173061,1.0000121122202625
4519992.412689114,1.0000012601683574
4519992.413647617,0.9999981126274528
4519992.4146061195,1.00002003919596
4519992.415564623,1.0000455156637258
4519992.416523127,1.000067889285987
4519992.417481628,1.0000468282377466
4519992.4184401315,1.000030581311668
4519992.419398636,1.0000049138929548
4519992.420357137,1.0000307443037153
4519992.421315639,1.0000643932847786
4519992.422274143,1.0000767951114269
4519992.423232647,1.0001097605135658
4519992.424191149,1.00009181001774
4519992.425149652,1.0000422592472578
4519992.4261081545,1.0000168509417708
4519992.427066659,1.0000227104382533
4519992.428025161,1.0000317936264256
4519992.428983664,1.0000716840992352
4519992.429942167,1.0000464130986706
4519992.430900671,0.9999852941408954
4519992.431859173,0.9999607305035534
4519992.432817676,0.9999549078353349
4519992.433776179,0.9999409336753329
4519992.434734682,0.9999589166632599
4519992.435693184,0.9999843757173558
4519992.436651687,0.9999912143073887
4519992.437610191,0.9999968121993289
4519992.438568694,0.9999657613212696
4519992.439527197,0.999941961106894
4519992.440485699,0.9999920458597844
4519992.441444203,1.00003388290574
4519992.442402706,1.0000505647586715
4519992.443361209,1.0000659940255685
4519992.444319712,1.0000839490438667
4519992.445278215,1.000074465289851
4519992.4462367175,1.0000639486341805
4519992.447195221,1.0000404754375245
4519992.448153724,1.0000318391199798
4519992.449112226,1.000051813762316
4519992.450070729,1.0000567645882905
4519992.451029232,1.000026210073657
4519992.451987736,1.0000130374794434
4519992.452946237,1.0000228462596594
4519992.453904741,1.0000265955926646
4519992.454863244,1.000042296326219
4519992.455821747,1.0000489349914332
4519992.45678025,1.0000536539487803
4519992.457738753,1.0000332155064886
4519992.458697256,0.9999829387016527
4519992.45965576,0.999937722583012
4519992.460614262,0.9999705321774774
4519992.461572764,1.000003247631363
4519992.462531269,1.0000169255547973
4519992.463489771,1.0000292307008163
4519992.464448272,1.000009044861016
4519992.465406776,0.9999821004772927
4519992.466365281,1.0000132079578499
4519992.467323782,1.0000632772084175
4519992.468282286,1.0000808577157383
4519992.469240788,1.0001035149927318
4519992.470199292,1.0001196449368384
4519992.471157795,1.0000857159990952
4519992.472116298,1.0000585891016596
