times,flux,raw_flux,rawraw_flux,obs_vr,obs_vw,obs_vn,dsun_obs,rsun_obs
2456083.290054398,1.0000326464087326,0.9979919551711369,567671259136.0,512.782391,26156.5939,2869.521373,151750214612.06,946.03363
2456083.2905752314,1.0000231851983956,0.9979693999417002,567658283008.0,519.204203,26155.066471,2877.11205,151750237831.82,946.033508
2456083.2910960647,1.0000631595564369,0.9979959399191969,567673159680.0,525.622906,26153.570703,2884.711644,151750261340.47,946.033325
2456083.291616898,1.0000386852540528,0.9979585218921461,567651729408.0,532.038405,26152.106191,2892.320323,151750285137.93,946.033203
2456083.2921377313,1.0000467094562686,0.99795359459129,567648780288.0,538.451413,26150.673395,2899.937357,151750309224.03,946.033081
2456083.2926585646,1.0000884095743843,0.9979820932491781,567664771072.0,544.860869,26149.272594,2907.563703,151750333598.59,946.032898
2456083.293179398,1.0000670997343122,0.9979481316491808,567645306880.0,551.267028,26147.903471,2915.198435,151750358261.52,946.032776
2456083.2937002317,1.000035821416503,0.9979040445402239,567620009984.0,557.669823,26146.565862,2922.84099,151750383212.66,946.032593
2456083.294221065,1.0000237011370205,0.9978793136133631,567605723136.0,564.068444,26145.260231,2930.492377,151750408451.84,946.03241
2456083.2947418983,1.0000086366978032,0.9978512279474314,567589601280.0,570.464008,26143.986061,2938.151592,151750433978.87,946.032288
2456083.2952627316,1.0000032108771293,0.9978332968167762,567579181056.0,576.856258,26142.743735,2945.819193,151750459793.66,946.032104
2456083.295783565,1.0000335682866184,0.9978509517446397,567589076992.0,583.244994,26141.533402,2953.495265,151750485896.03,946.031982
2456083.296304398,1.0000135356661495,0.9978183860959517,567570333696.0,589.629827,26140.354323,2961.178296,151750512285.79,946.031799
2456083.2968252315,0.9999953460446023,0.9977877790900221,567552704512.0,596.011196,26139.208041,2968.870316,151750538962.77,946.031616
2456083.297346065,1.000013238994103,0.9977932346092077,567555588096.0,602.388521,26138.093452,2976.570546,151750565926.81,946.031433
2456083.297866898,1.0000288651637115,0.9977964875714989,567557292032.0,608.761435,26137.009953,2984.278412,151750593177.76,946.031311
2456083.2983877314,1.000015568692067,0.9977711804560492,567542677504.0,615.130591,26135.958753,2991.993598,151750620715.42,946.031128
2456083.2989085647,1.0000424059713988,0.9977857380327092,567550738432.0,621.495821,26134.939527,2999.716271,151750648539.58,946.030945
2456083.299429398,1.0000625979212001,0.9977938435259847,567555129344.0,627.857139,26133.952299,3007.446414,151750676650.11,946.030762
2456083.2999502313,1.0000444034874791,0.9977633516590554,567537565696.0,634.214411,26132.997032,3015.184024,151750705046.81,946.030579
2456083.3004710646,1.0000306923045672,0.9977379292752603,567522885632.0,640.567038,26132.07356,3022.929078,151750733729.47,946.030396
2456083.300991898,1.0000090266298518,0.997704213421169,567503486976.0,646.915231,26131.181944,3030.681584,151750762697.89,946.030212
2456083.3015127317,0.9999858489994318,0.9976692280539149,567483367424.0,653.259337,26130.322273,3038.441554,151750791951.9,946.030029
2456083.302033565,1.0000138266887837,0.997685398651273,567492345856.0,659.599408,26129.494584,3046.208852,151750821491.31,946.029846
2456083.3025543983,0.9999968170557177,0.997656865359085,567475896320.0,665.934091,26128.69858,3053.982811,151750851315.89,946.029663
2456083.3030752316,0.9999594293953646,0.9976078235456937,567447781376.0,672.264479,26127.934536,3061.763688,151750881425.42,946.02948
2456083.303596065,0.9999658032586816,0.9976026791165354,567444635648.0,678.590332,26127.202774,3069.551503,151750911819.74,946.029297
2456083.304116898,0.9999521973854963,0.9975776022502822,567430152192.0,684.911491,26126.503324,3077.346122,151750942498.64,946.029114
2456083.3046377315,0.999986695601159,0.9976004553954901,567442931712.0,691.227734,26125.834754,3085.146732,151750973461.86,946.028931
2456083.305158565,1.0000351055789005,0.9976373649670484,567463706624.0,697.539443,26125.198928,3092.954481,151751004709.18,946.028748
2456083.305679398,1.000006724264374,0.99759778634755,567440900096.0,703.845941,26124.595024,3100.769136,151751036240.43,946.028503
2456083.3062002314,1.0000115815590183,0.9975916049543601,567437164544.0,710.146905,26124.022766,3108.590368,151751068055.38,946.02832
2456083.3067210647,1.0000146030104629,0.9975832344406478,567432183808.0,716.443632,26123.483476,3116.417089,151751100153.77,946.028137
2456083.307241898,0.9999949962205923,0.9975524100999201,567414358016.0,722.734606,26122.975563,3124.250915,151751132535.35,946.027893
2456083.3077627313,1.00001855252804,0.9975652394394142,567421435904.0,729.020763,26122.499546,3132.090897,151751165199.95,946.02771
2456083.3082835646,1.0000291294678694,0.997564703644309,567420911616.0,735.302326,26122.055711,3139.936518,151751198147.34,946.027527
2456083.308804398,1.00001713731674,0.9975417139978315,567407542272.0,741.57702,26121.643947,3147.788712,151751231377.22,946.027283
2456083.3093252317,1.0000367197757294,0.9975502803254221,567412195328.0,747.847063,26121.264062,3155.646518,151751264889.35,946.0271
2456083.309846065,1.000034714735918,0.9975374318489019,567404593152.0,754.112056,26120.916445,3163.510115,151751298683.55,946.026855
2456083.3103668983,0.9999895463252358,0.9974817071127209,567372677120.0,760.371655,26120.601212,3171.37953,151751332759.56,946.026672
2456083.3108877316,0.9999599584823058,0.9974418822814652,567349805056.0,766.624871,26120.317279,3179.254623,151751367117.08,946.026489
2456083.311408565,0.9999604835635965,0.9974317968329929,567343775744.0,772.872536,26120.065824,3187.135547,151751401755.84,946.026245
2456083.311929398,0.999956734758434,0.9974174483400171,567335321600.0,779.114648,26119.846372,3195.021859,151751436675.67,946.026001
2456083.3124502315,1.000006446342661,0.9974566624117843,567357407232.0,785.351118,26119.658712,3202.913341,151751471876.28,946.025818
2456083.312971065,1.0000279872818139,0.9974677769280978,567363436544.0,791.581134,26119.503327,3210.81084,151751507357.38,946.025574
2456083.313491898,0.9999897386227118,0.9974191954850672,567335583744.0,797.805813,26119.379698,3218.713369,151751543118.68,946.025391
2456083.3140127314,0.9999780612420244,0.9973974751579247,567322935296.0,804.024537,26119.288203,3226.620725,151751579159.98,946.025146
2456083.3145335647,0.999968460788848,0.997377826612821,567311466496.0,810.236882,26119.229085,3234.532897,151751615481.0,946.024902
2456083.315054398,0.999944938216634,0.9973443519519518,567292133376.0,816.443044,26119.202058,3242.451265,151751652081.44,946.024658
2456083.3155752313,0.9999659363166703,0.9973552225997734,567298097152.0,822.64301,26119.207361,3250.374028,151751688960.98,946.024475
2456083.3160960646,0.9999811682715051,0.9973604609987532,567300784128.0,828.83688,26119.244598,3258.301392,151751726119.4,946.024231
2456083.316616898,0.9999697668254733,0.9973393145669277,567288463360.0,835.024612,26119.313416,3266.233336,151751763556.44,946.023987
2456083.3171377317,0.9999957984902867,0.9973553834251578,567297310720.0,841.205563,26119.413801,3274.169859,151751801271.76,946.023743
2456083.317658565,1.0000236193063494,0.9973732957837317,567307206656.0,847.380239,26119.547287,3282.111156,151751839265.04,946.023499
2456083.3181793983,1.0000130206950206,0.9973531883941493,567295475712.0,853.548417,26119.712811,3290.057092,151751877536.08,946.023254
2456083.3187002316,0.999990520543043,0.9973212114352626,567276994560.0,859.709914,26119.909758,3298.007587,151751916084.55,946.02301
2456083.319221065,0.9999985749252712,0.9973197671926375,567275880448.0,865.864631,26120.13907,3305.962763,151751954910.14,946.022766
2456083.319741898,0.9999872764255882,0.9972990815454561,567263821824.0,872.012623,26120.400595,3313.92191,151751994012.49,946.022522
2456083.3202627315,0.999968416493084,0.9972706762680484,567247372288.0,878.153886,26120.694337,3321.885139,151752033391.4,946.022278
2456083.320783565,0.9999460224869898,0.997239044854389,567229087744.0,884.288458,26121.02018,3329.852307,151752073046.53,946.022034
2456083.321304398,0.999944877926451,0.9972288439857121,567222992896.0,890.416508,26121.377606,3337.82272,151752112977.56,946.02179
2456083.3218252314,0.9999646509328255,0.9972393844941474,567228694528.0,896.537136,26121.767097,3345.798037,151752153184.12,946.021545
2456083.3223460647,0.999996959662742,0.9972623664792027,567241474048.0,902.650482,26122.188681,3353.777266,151752193665.97,946.021301
2456083.322866898,1.0000137792709984,0.9972701396671546,567245602816.0,908.756562,26122.642441,3361.759722,151752234422.81,946.021057
2456083.3233877313,0.9999988824415621,0.9972463430219617,567231774720.0,914.855377,26123.128335,3369.745721,151752275454.26,946.020813
2456083.3239085646,0.9999719056524415,0.9972106788509769,567211196416.0,920.947772,26123.645809,3377.735856,151752316759.95,946.020569
2456083.324429398,0.9999632526342529,0.9971933477680539,567200972800.0,927.032685,26124.195566,3385.729346,151752358339.67,946.020264
2456083.3249502317,0.9999430958247254,0.9971643662063226,567184195584.0,933.109494,26124.77791,3393.725689,151752400193.05,946.02002
2456083.325471065,0.9999491087224087,0.9971615413563483,567182295040.0,939.179527,26125.391479,3401.725662,151752442319.73,946.019775
2456083.3259918983,0.9999612965245935,0.9971654104575206,567184130048.0,945.241582,26126.037154,3409.729128,151752484719.34,946.01947
2456083.3265127316,0.9999381827796944,0.9971337788002539,567165845504.0,951.296184,26126.714971,3417.735732,151752527391.6,946.019226
2456083.327033565,0.9999328623627065,0.9971198908121863,567157653504.0,957.343574,26127.424903,3425.744996,151752570336.19,946.018982
2456083.327554398,0.9999347070525719,0.9971135054087275,567153655808.0,963.383164,26128.166204,3433.756355,151752613552.72,946.018677
2456083.3280752315,0.9999378173505795,0.9971081435981314,567150313472.0,969.414755,26128.940254,3441.771571,151752657040.78,946.018433
2456083.328596065,0.9999513942274745,0.9971133974115823,567152934912.0,975.438231,26129.746078,3449.789903,151752700800.14,946.018127
2456083.329116898,0.9999521179968326,0.997106192088611,567148544000.0,981.453691,26130.583201,3457.810789,151752744830.41,946.017883
2456083.3296377314,0.9999827345819224,0.9971284962380325,567160864768.0,987.462238,26131.452956,3465.833933,151752789131.21,946.017578
2456083.3301585647,1.0000068594822327,0.9971445652017515,567169712128.0,993.462186,26132.354598,3473.859444,151752833702.12,946.017334
2456083.330679398,0.9999938425587362,0.9971237773758782,567157522432.0,999.453777,26133.288168,3481.88769,151752878542.89,946.017029
2456083.3312002313,0.9999861911610856,0.9971081610262643,567148347392.0,1005.437074,26134.253534,3489.918708,151752923653.14,946.016785
2456083.3317210646,0.999986866957237,0.9971010863753692,567143956480.0,1011.412245,26135.250275,3497.951026,151752969032.45,946.016479
2456083.332241898,0.9999480092243531,0.9970549501871595,567117348864.0,1017.379707,26136.279295,3505.985904,151753014680.4,946.016174
2456083.3327627317,0.9999386199012239,0.9970377206991256,567107256320.0,1023.338564,26137.34062,3514.023196,151753060596.74,946.01593
2456083.333283565,0.9999733781311199,0.9970647489012883,567122264064.0,1029.288327,26138.434034,3522.062724,151753106781.08,946.015625
2456083.3338043983,0.9999581566402892,0.9970420022121684,567108960256.0,1035.23045,26139.557923,3530.103653,151753153232.95,946.01532
2456083.3343252316,0.9999550086686965,0.9970313535735826,567102537728.0,1041.163966,26140.714798,3538.146523,151753199951.96,946.015015
2456083.334846065,0.9999468662340164,0.9970160827683135,567093559296.0,1047.088735,26141.903888,3546.190837,151753246937.83,946.014771
2456083.335366898,0.9999149458975799,0.9969767464419726,567070818304.0,1053.004575,26143.124625,3554.23647,151753294190.15,946.014465
2456083.3358877315,0.9999216081320259,0.9969762371031092,567070162944.0,1058.911764,26144.376431,3562.284767,151753341708.48,946.01416
2456083.336408565,0.9999625363899509,0.9970098329108541,567088906240.0,1064.810053,26145.660382,3570.334029,151753389492.37,946.013855
2456083.336929398,0.9999559612135174,0.9969963037133708,567080845312.0,1070.699578,26146.975964,3578.384449,151753437541.56,946.01355
2456083.3374502314,0.9999519840993226,0.9969854245637849,567074291712.0,1076.580395,26148.322961,3586.436165,151753485855.61,946.013245
2456083.3379710647,0.9999553533343957,0.99698169116729,567071801344.0,1082.452295,26149.702042,3594.489891,151753534434.07,946.012939
2456083.338491898,0.9999307498057232,0.9969501875439609,567053516800.0,1088.31534,26151.113186,3602.544023,151753583276.5,946.012634
2456083.3390127313,0.9999593021387931,0.9969718005139464,567065444352.0,1094.169166,26152.556233,3610.59916,151753632382.6,946.012329
2456083.3395335646,0.9999966339535182,0.997002285493087,567082418176.0,1100.01349,26154.030918,3618.655628,151753681751.93,946.012024
2456083.340054398,0.9999995749963311,0.9969987804304633,567080058880.0,1105.848634,26155.536706,3626.713198,151753731384.05,946.011719
2456083.3405752317,1.0000047756546333,0.9969973493354853,567078879232.0,1111.674344,26157.074541,3634.771313,151753781278.47,946.011414
2456083.341096065,1.0000072646211635,0.9969931550479565,567076126720.0,1117.490757,26158.643929,3642.830021,151753831434.9,946.011108
2456083.3416168983,1.0000001431934973,0.9969798562009533,567068196864.0,1123.297928,26160.244688,3650.889172,151753881852.9,946.010803
2456083.3421377316,0.9999805016273334,0.9969538963853115,567052992512.0,1129.095649,26161.877648,3658.948241,151753932531.99,946.010437
2456083.342658565,0.9999762173970735,0.9969432475766654,567046569984.0,1134.883323,26163.542204,3667.008752,151753983471.7,946.010132
2456083.343179398,0.9999768429239563,0.9969375532602612,567042965504.0,1140.661517,26165.238266,3675.069695,151754034671.69,946.009827
2456083.3437002315,0.999958277432191,0.9969129647756024,567028613120.0,1146.430651,26166.965699,3683.130359,151754086131.55,946.009521
2456083.344221065,0.9999642710193554,0.9969128010505967,567028154368.0,1152.190531,26168.724571,3691.191073,151754137850.77,946.009216
2456083.344741898,0.9999811340907746,0.9969237119145137,567033921536.0,1157.939672,26170.515079,3699.252526,151754189828.85,946.00885
2456083.3452627314,0.9999831903352168,0.9969198611113885,567031365632.0,1163.678679,26172.337386,3707.313869,151754242065.5,946.008545
2456083.3457835647,0.9999964017016095,0.9969270715633062,567035101184.0,1169.407936,26174.191512,3715.374562,151754294560.23,946.00824
2456083.346304398,0.9999925132304467,0.9969174730241293,567029202944.0,1175.127458,26176.076697,3723.43546,151754347312.55,946.007874
2456083.3468252313,1.0000102822467885,0.996929524900146,567035691008.0,1180.837201,26177.993187,3731.496346,151754400321.95,946.007568
2456083.3473460646,1.0000187606916737,0.9969322550720204,567036805120.0,1186.536808,26179.94091,3739.55685,151754453588.12,946.007202
2456083.347866898,1.0000011527456791,0.9969092774431035,567023370240.0,1192.226057,26181.919987,3747.616652,151754507110.56,946.006897
2456083.3483877317,1.0000101453285886,0.996912698933898,567024877568.0,1197.905536,26183.931207,3755.676013,151754560888.79,946.006531
2456083.348908565,1.000008264056437,0.9969051610007784,567020224512.0,1203.573947,26185.973277,3763.734756,151754614922.25,946.006226
2456083.3494293983,0.9999625809314625,0.9968543150191934,566990864384.0,1209.232108,26188.046947,3771.792975,151754669210.64,946.005859
2456083.3499502316,0.9999750115095424,0.996861640690081,566994665472.0,1214.880399,26190.152407,3779.850555,151754723753.47,946.005554
2456083.350471065,1.000001449102474,0.9968826911498532,567006199808.0,1220.517689,26192.287972,3787.906651,151754778550.21,946.005188
2456083.350991898,0.9999559901510656,0.9968321885978277,566977036288.0,1226.144598,26194.455662,3795.961743,151754833600.32,946.004822
2456083.3515127315,0.9999590027895048,0.996830066035669,566975463424.0,1231.761155,26196.654785,3804.016103,151754888903.47,946.004517
2456083.352033565,0.9999560125501937,0.9968221977871319,566970548224.0,1237.367312,26198.88494,3812.069873,151754944459.16,946.00415
2456083.352554398,0.9999239564247346,0.996785176114512,566949052416.0,1242.962425,26201.146211,3820.122275,151755000266.86,946.003784
2456083.3530752314,0.9999267297551927,0.9967830535166757,566947479552.0,1248.54671,26203.4387,3828.172867,151755056326.01,946.003479
2456083.3535960647,0.9999151797418934,0.9967667718484118,566937780224.0,1254.12015,26205.762343,3836.222112,151755112636.29,946.003113
2456083.354116898,0.9999085958581055,0.9967555599577942,566930964480.0,1259.682785,26208.116983,3844.270195,151755169197.17,946.002747
2456083.3546377313,0.999943852840836,0.9967861760651714,566947938304.0,1265.234782,26210.502122,3852.316266,151755226008.1,946.00238
2456083.3551585646,0.9999903147845639,0.9968277229634614,566971203584.0,1270.775057,26212.919065,3860.360723,151755283068.53,946.002075
2456083.355679398,0.9999959278357924,0.9968286095149658,566971269120.0,1276.304607,26215.367411,3868.403876,151755340378.12,946.001709
2456083.3562002317,0.9999843538731085,0.996813019158426,566961963008.0,1281.823814,26217.846749,3876.445728,151755397936.33,946.001343
2456083.356721065,1.0000012349950944,0.996825197575852,566968451072.0,1287.330696,26220.356228,3884.484751,151755455742.61,946.000977
2456083.3572418983,0.9999482894794587,0.996768128904441,566935552000.0,1292.826807,26222.897843,3892.521654,151755513796.37,946.00061
2456083.3577627316,0.9999190295892167,0.9967349092824982,566916218880.0,1298.311786,26225.470432,3900.556632,151755572097.28,946.000244
2456083.358283565,0.9999822988508716,0.9967939836303886,566949380096.0,1303.785344,26228.073182,3908.589776,151755630644.79,945.999878
2456083.358804398,1.0000152356539842,0.9968225238189236,566965174272.0,1309.246947,26230.70637,3916.62033,151755689438.33,945.999512
2456083.3593252315,1.0000183417322128,0.9968215667903046,566964191232.0,1314.697936,26233.371017,3924.648661,151755748477.32,945.999146
2456083.359846065,1.0000243357907521,0.9968236076852494,566964912128.0,1320.137026,26236.066656,3932.674689,151755807761.4,945.998779
2456083.360366898,1.0000077789011117,0.9968034082716984,566952984576.0,1325.563677,26238.792981,3940.698375,151755867290.01,945.998413
2456083.3608877314,0.9999619883594971,0.9967537114970298,566924279808.0,1330.980321,26241.550024,3948.719723,151755927062.59,945.998047
2456083.3614085647,0.9999457180163215,0.9967338576696357,566912548864.0,1336.384068,26244.338,3956.738072,151755987078.52,945.997681
2456083.361929398,0.9999425293196056,0.9967269243383112,566908092416.0,1341.776149,26247.156718,3964.753507,151756047337.45,945.997253
2456083.3624502313,0.9999511079595688,0.9967319588890672,566910517248.0,1347.157161,26250.00613,3972.766034,151756107838.81,945.996887
2456083.3629710646,1.0000045422490502,0.9967815852573485,566938304512.0,1352.525987,26252.886733,3980.775717,151756168582.02,945.996521
2456083.363491898,1.0000275070905447,0.9968011381325603,566948986880.0,1357.882452,26255.797621,3988.78175,151756229566.44,945.996155
2456083.3640127317,1.0000234860232553,0.9967936132817263,566944268288.0,1363.226971,26258.738935,3996.78502,151756290791.75,945.995789
2456083.364533565,1.0000130546915391,0.9967799969482566,566936010752.0,1368.559742,26261.710685,4004.785931,151756352257.31,945.995361
2456083.3650543983,0.9999792010290386,0.9967429745478946,566914514944.0,1373.88001,26264.712866,4012.782902,151756413962.57,945.994995
2456083.3655752316,0.9999656247742957,0.9967264621001081,566904684544.0,1379.18866,26267.745663,4020.776425,151756475906.88,945.994629
2456083.366096065,0.9999686603101001,0.996726209650257,566904029184.0,1384.485206,26270.808944,4028.766446,151756538089.89,945.994202
2456083.366616898,0.9999844524457201,0.996738851185712,566910779392.0,1389.76928,26273.902753,4036.752971,151756600510.98,945.993835
2456083.3671377315,0.9999862469190188,0.9967377788511741,566909730816.0,1395.040871,26277.027727,4044.736082,151756663169.56,945.993469
2456083.367658565,0.9999649385510347,0.9967135595759475,566895443968.0,1400.299731,26280.182165,4052.71556,151756726064.98,945.993042
2456083.368179398,0.9999102596503522,0.9966562572964223,566862413824.0,1405.546167,26283.366831,4060.691125,151756789196.87,945.992676
2456083.3687002314,0.9999172692954548,0.9966603833438213,566864248832.0,1410.780414,26286.582199,4068.662501,151756852564.64,945.992249
2456083.3692210647,0.9999399816836863,0.9966803993073087,566875193344.0,1416.002364,26289.828053,4076.629823,151756916167.63,945.991882
2456083.369741898,0.9999273908376444,0.996665167490368,566866018304.0,1421.211551,26293.103577,4084.592971,151756980005.22,945.991455
2456083.3702627313,0.9999333308702578,0.9966687041170219,566867591168.0,1426.40785,26296.409577,4092.552429,151757044077.03,945.991089
2456083.3707835646,0.999952766060285,0.996685274568195,566876504064.0,1431.591338,26299.746333,4100.508287,151757108382.42,945.990662
2456083.371304398,0.9999477857498693,0.9966778668688347,566871851008.0,1436.763206,26303.112097,4108.458902,151757172920.78,945.990295
2456083.3718252317,0.9999446623212082,0.996672429201556,566868246528.0,1441.92119,26306.509004,4116.405003,151757237691.44,945.989868
2456083.372346065,0.9999546540051513,0.9966802425186606,566872178688.0,1447.065928,26309.935629,4124.346749,151757302694.02,945.989441
2456083.3728668983,0.9999579910930321,0.9966812441955538,566872309760.0,1452.197912,26313.391307,4132.28425,151757367927.87,945.989075
2456083.3733877316,0.9999812197956471,0.9967023106570035,566883778560.0,1457.317884,26316.87812,4140.216983,151757433392.37,945.988647
2456083.373908565,1.000020292489652,0.996738930604471,566904094720.0,1462.423573,26320.394917,4148.145034,151757499086.84,945.98822
2456083.374429398,1.000035359176017,0.9967521596500184,566911107072.0,1467.516251,26323.941364,4156.067963,151757565010.88,945.987793
2456083.3749502315,1.0000544627962948,0.9967692930990047,566920413184.0,1472.596561,26327.517264,4163.985552,151757631163.86,945.987427
2456083.375471065,1.0000565379143376,0.9967691559037599,566919823360.0,1477.663178,26331.123767,4171.898735,151757697545.12,945.987
2456083.375991898,0.9999952983402581,0.9967065679226953,566883713024.0,1482.716829,26334.759215,4179.807066,151757764153.99,945.986572
2456083.3765127314,1.0000013557355782,0.9967105788361117,566885482496.0,1487.757229,26338.42461,4187.710315,151757830990.04,945.986145
2456083.3770335647,1.0000441683838852,0.996751462379413,566908223488.0,1492.784096,26342.120503,4195.608074,151757898052.65,945.985718
2456083.377554398,1.000032907204293,0.9967388673259943,566900621312.0,1497.797084,26345.845886,4203.499747,151757965341.13,945.985352
2456083.3780752313,1.000027449851319,0.9967318185795826,566896099328.0,1502.79718,26349.60038,4211.386874,151758032854.81,945.984924
2456083.3785960646,1.000045861492226,0.9967486197523389,566905143296.0,1507.783776,26353.384424,4219.26851,151758100593.27,945.984497
2456083.379116898,1.0000235191546942,0.9967248609283508,566891118592.0,1512.756447,26357.198343,4227.144005,151758168555.85,945.98407
2456083.3796377317,0.9999987409287924,0.9966989127394611,566875848704.0,1517.715392,26361.041987,4235.013659,151758236741.87,945.983643
2456083.380158565,0.9999900981803412,0.9966888680133209,566869622784.0,1522.660777,26364.914627,4242.878043,151758305150.64,945.983215
2456083.3806793983,1.0000003534273874,0.9966977184977865,566874144768.0,1527.592474,26368.816792,4250.736734,151758373781.73,945.982788
2456083.3812002316,1.000017353902463,0.996713828347011,566882795520.0,1532.510294,26372.7487,4258.589273,151758442634.48,945.982361
2456083.381721065,1.0000483552313384,0.996743535113442,566899179520.0,1537.413848,26376.709496,4266.435083,151758511708.19,945.981934
2456083.382241898,1.0000421243304602,0.9967363710890855,566894592000.0,1542.303761,26380.700097,4274.275866,151758581002.16,945.981506
2456083.3827627315,1.000025777383031,0.9967190648732737,566884237312.0,1547.179682,26384.720062,4282.11019,151758650515.97,945.981079
2456083.383283565,1.000004065837905,0.9966964714419411,566870802432.0,1552.041546,26388.768949,4289.937389,151758720248.92,945.980591
2456083.383804398,0.9999711864031879,0.9966626875088509,566851076096.0,1556.890232,26392.846227,4297.759766,151758790200.33,945.980164
2456083.3843252314,0.9999756951535794,0.9966665853096559,566852780032.0,1561.723777,26396.953321,4305.574729,151758860369.47,945.979736
2456083.3848460647,1.0000031606023907,0.9966930657975737,566867329024.0,1566.543301,26401.089812,4313.382992,151758930755.92,945.979309
2456083.385366898,1.00000743208073,0.9966968462962572,566868967424.0,1571.349295,26405.255424,4321.18489,151759001358.98,945.978882
2456083.3858877313,1.0000100969934633,0.9966986679131816,566869491712.0,1576.140207,26409.449911,4328.980232,151759072177.93,945.978455
2456083.3864085646,1.0000421825855015,0.9967303492213347,566886924288.0,1580.917335,26413.672997,4336.768307,151759143212.07,945.977966
2456083.386929398,1.0000414310143038,0.9967289444608537,566885613568.0,1585.680043,26417.924948,4344.549638,151759214460.93,945.977539
2456083.3874502317,1.0000125259033772,0.996699539039838,566868377600.0,1590.427909,26422.205974,4352.324459,151759285923.83,945.977112
2456083.387971065,1.000018824002106,0.9967056374560094,566871261184.0,1595.16113,26426.516067,4360.091978,151759357600.05,945.976624
2456083.3884918983,1.0000026860736906,0.9966892549705305,566861430784.0,1599.880535,26430.854731,4367.852368,151759429488.84,945.976196
2456083.3890127316,0.9999965484670083,0.996682780073696,566857236480.0,1604.585161,26435.222209,4375.60564,151759501589.77,945.975769
2456083.389533565,1.0000316381071739,0.996717455401867,566876372992.0,1609.274439,26439.618549,4383.351801,151759573902.1,945.975281
2456083.390054398,1.000000225150117,0.9966862061544536,566858088448.0,1613.949486,26444.043256,4391.090788,151759646425.12,945.974854
2456083.3905752315,0.9999758241769674,0.9966618860465744,566843670528.0,1618.610005,26448.496575,4398.821941,151759719158.09,945.974365
2456083.391096065,1.0000007704315768,0.9966868688382221,566857367552.0,1623.256019,26452.978477,4406.545368,151759792100.56,945.973938
2456083.391616898,0.9999946208100675,0.9966807395959377,566853369856.0,1627.887261,26457.488889,4414.261072,151759865251.79,945.973511
2456083.3921377314,0.9999999841660666,0.996686263992248,566855925760.0,1632.50253,26462.027478,4421.96901,151759938611.05,945.973022
2456083.3926585647,1.0000037732793472,0.9966901597592066,566857629696.0,1637.103568,26466.594639,4429.669923,151760012177.58,945.972595
2456083.393179398,0.9999746777731957,0.9966614586796312,566840721408.0,1641.689865,26471.189953,4437.362887,151760085950.92,945.972107
2456083.3937002313,0.9999319398421586,0.9966191603552492,566816079872.0,1646.261095,26475.813361,4445.047214,151760159930.36,945.971619
2456083.3942210646,0.9999412725024357,0.9966288197032426,566821060608.0,1650.817036,26480.466208,4452.723396,151760234115.11,945.971191
2456083.394741898,0.9999709604036157,0.9966588860821867,566837575680.0,1655.358346,26485.146015,4460.39178,151760308504.44,945.970703
2456083.3952627317,0.9999599988016108,0.9966483780027002,566831087616.0,1659.884262,26489.854173,4468.052052,151760383097.87,945.970276
2456083.395783565,0.9999655793036133,0.9966544764467953,566833971200.0,1664.394436,26494.591245,4475.70408,151760457894.66,945.969788
2456083.3963043983,0.9999389575320802,0.9966286580377964,566818701312.0,1668.890252,26499.355094,4483.348379,151760532894.06,945.969299
2456083.3968252316,0.9998986818491473,0.9965891116736328,566795698176.0,1673.369614,26504.147473,4490.983558,151760608095.27,945.968872
2456083.397346065,0.9998976723437074,0.9965886418964707,566794846208.0,1677.833654,26508.967991,4498.609809,151760683497.84,945.968384
2456083.397866898,0.9998775148300998,0.9965695046490209,566783377408.0,1682.282997,26513.816417,4506.227406,151760759101.02,945.967896
2456083.3983877315,0.9998622058459659,0.9965550806634085,566774661120.0,1686.716691,26518.692496,4513.837575,151760834904.03,945.967468
2456083.398908565,0.9999073701286411,0.9966010491475404,566800220160.0,1691.134979,26523.596594,4521.437852,151760910906.1,945.96698
2456083.399429398,0.9999283153169671,0.9966228190835161,566812016640.0,1695.537844,26528.528566,4529.029345,151760987106.74,945.966492
2456083.3999502314,0.9999136535651699,0.9966090997920305,566803628032.0,1699.92519,26533.488171,4536.61259,151761063505.19,945.966003
2456083.4004710647,0.9999638969081026,0.9966603691386545,566832201728.0,1704.296583,26538.474766,4544.186555,151761140100.69,945.965515
2456083.400991898,0.9999442961551408,0.9966420251661536,566821257216.0,1708.651995,26543.48933,4551.750922,151761216892.42,945.965088
2456083.4015127313,0.9999167951886896,0.9966156282150567,566805659648.0,1712.991805,26548.531775,4559.306152,151761293879.91,945.9646
2456083.4020335646,0.9999517158279853,0.9966518044065353,566825648128.0,1717.316143,26553.601796,4566.852553,151761371062.4,945.964111
2456083.402554398,0.9999628258796899,0.9966640102404346,566832005120.0,1721.623988,26558.697846,4574.389766,151761448439.09,945.963623
2456083.4030752317,0.9999675054180133,0.9966702240116566,566834954240.0,1725.916612,26563.822307,4581.91673,151761526009.18,945.963135
2456083.403596065,1.000022423178864,0.9967264508368436,566866345984.0,1730.193575,26568.974283,4589.43431,151761603772.17,945.962646
2456083.4041168983,1.0000345737397835,0.9967396938781538,566873292800.0,1734.454496,26574.153235,4596.942991,151761681727.3,945.962158
2456083.4046377316,1.0000078023679368,0.9967146796547868,566858481664.0,1738.698885,26579.359309,4604.441842,151761759873.78,945.96167
